Date,Open,High,Low,Close,Adj Close,Volume
2004-10-01,830.000000,880.000000,825.000000,870.000000,491.090607,2747420000
2004-11-01,870.000000,1030.000000,865.000000,1000.000000,564.472107,1877697500
2004-12-01,1000.000000,1060.000000,905.000000,965.000000,544.715454,2680377500
2005-01-01,975.000000,1025.000000,950.000000,960.000000,542.693115,2420252500
2005-02-01,965.000000,975.000000,875.000000,885.000000,500.295197,1953932500
2005-03-01,885.000000,935.000000,835.000000,895.000000,505.948120,3528717500
2005-04-01,900.000000,945.000000,850.000000,855.000000,483.335938,1347762500
2005-05-01,855.000000,955.000000,820.000000,930.000000,525.733887,1845715000
2005-06-01,935.000000,1070.000000,930.000000,1000.000000,565.305359,1940347500
2005-07-01,1000.000000,1180.000000,980.000000,1110.000000,627.488708,1613512500
2005-08-01,1110.000000,1150.000000,940.000000,1030.000000,598.791199,2503710000
2005-09-01,1000.000000,1140.000000,970.000000,1070.000000,622.045349,2618910000
2005-10-01,1060.000000,1110.000000,990.000000,1000.000000,581.350830,1675250000
2005-11-01,1010.000000,1100.000000,965.000000,1100.000000,639.485901,1342072500
2005-12-01,1090.000000,1250.000000,1080.000000,1180.000000,685.994019,1919772500
2006-01-01,1220.000000,1320.000000,1190.000000,1260.000000,732.501953,1978705000
2006-02-01,1260.000000,1290.000000,1190.000000,1240.000000,720.874939,1761402500
2006-03-01,1220.000000,1440.000000,1210.000000,1380.000000,802.264038,1949720000
2006-04-01,1390.000000,1600.000000,1370.000000,1510.000000,877.839722,1593157500
2006-05-01,1540.000000,1700.000000,1360.000000,1410.000000,819.704468,3791252500
2006-06-01,1440.000000,1540.000000,1330.000000,1470.000000,854.585815,2617300000
2006-07-01,1460.000000,1510.000000,1400.000000,1490.000000,866.212463,1739760000
2006-08-01,1530.000000,1630.000000,1490.000000,1580.000000,946.521973,1342627500
2006-09-01,1570.000000,1690.000000,1530.000000,1690.000000,1012.419067,1509080000
2006-10-01,1680.000000,1720.000000,1630.000000,1680.000000,1006.428162,1169600000
2006-11-01,1690.000000,2010.000000,1670.000000,1980.000000,1186.147827,2104555000
2006-12-01,1980.000000,2170.000000,1910.000000,2020.000000,1210.110107,2582690000
2007-01-01,2020.000000,2090.000000,1860.000000,1890.000000,1137.716919,2117285000
2007-02-01,1910.000000,1950.000000,1710.000000,1780.000000,1071.500488,2367280000
2007-03-01,1850.000000,1980.000000,1790.000000,1970.000000,1185.873901,1766315000
2007-04-01,1980.000000,2170.000000,1970.000000,2100.000000,1264.129761,1747207500
2007-05-01,2070.000000,2100.000000,1860.000000,1910.000000,1149.755859,2708472500
2007-06-01,1910.000000,1980.000000,1910.000000,1970.000000,1185.873901,2248002500
2007-07-01,1980.000000,2320.000000,1960.000000,2240.000000,1348.405029,2645725000
2007-08-01,2140.000000,2250.000000,1910.000000,2170.000000,1336.260254,1841075000
2007-09-01,2230.000000,2270.000000,2120.000000,2200.000000,1354.734009,1663825000
2007-10-01,2270.000000,2550.000000,2110.000000,2150.000000,1323.944458,3360920000
2007-11-01,2200.000000,2320.000000,1970.000000,2030.000000,1250.049927,3719347500
2007-12-01,2050.000000,2250.000000,1960.000000,2030.000000,1255.844849,2406735000
2008-01-01,2030.000000,2060.000000,1650.000000,1850.000000,1144.488770,3891420000
2008-02-01,1860.000000,2050.000000,1820.000000,1960.000000,1212.539673,2184077500
2008-03-01,1920.000000,2000.000000,1770.000000,1930.000000,1193.980591,2002720000
2008-04-01,1930.000000,1970.000000,1720.000000,1770.000000,1094.997559,2099422500
2008-05-01,1770.000000,1820.000000,1560.000000,1620.000000,1002.201111,2288115000
2008-06-01,1620.000000,1660.000000,1440.000000,1460.000000,903.218445,2735690000
2008-07-01,1510.000000,1620.000000,1310.000000,1540.000000,952.709595,3153022500
2008-08-01,1530.000000,1620.000000,1440.000000,1600.000000,1031.293579,2627082500
2008-09-01,1570.000000,1600.000000,1180.000000,1430.000000,921.718384,2536620000
2008-10-01,1430.000000,1570.000000,970.000000,1080.000000,696.122986,3208740000
2008-11-01,1060.000000,1290.000000,1030.000000,1170.000000,765.767700,2569360000
2008-12-01,1140.000000,1480.000000,1100.000000,1380.000000,903.213135,1514362500
2009-01-01,1380.000000,1490.000000,1240.000000,1260.000000,824.673035,1123380000
2009-02-01,1200.000000,1330.000000,1150.000000,1260.000000,824.673035,1014890000
2009-03-01,1250.000000,1580.000000,1230.000000,1510.000000,988.298340,1249265000
2009-04-01,1460.000000,1600.000000,1370.000000,1570.000000,1027.568481,2705142500
2009-05-01,1550.000000,1620.000000,1400.000000,1490.000000,975.208374,2154772500
2009-06-01,1520.000000,1600.000000,1460.000000,1500.000000,981.753479,2168980000
2009-07-01,1580.000000,1890.000000,1510.000000,1790.000000,1171.559448,2778372500
2009-08-01,1780.000000,1820.000000,1660.000000,1680.000000,1139.611328,2032285000
2009-09-01,1670.000000,1760.000000,1650.000000,1730.000000,1173.527954,1353502500
2009-10-01,1740.000000,1790.000000,1570.000000,1680.000000,1139.611328,1739005000
2009-11-01,1650.000000,1830.000000,1620.000000,1800.000000,1221.012085,1195565000
2009-12-01,1800.000000,2070.000000,1790.000000,1890.000000,1282.062622,1356907500
2010-01-01,1890.000000,1940.000000,1840.000000,1870.000000,1272.180908,1264992500
2010-02-01,1860.000000,1890.000000,1640.000000,1660.000000,1129.315796,1483687500
2010-03-01,1630.000000,1760.000000,1590.000000,1610.000000,1095.300293,2968972500
2010-04-01,1630.000000,1670.000000,1500.000000,1570.000000,1068.087646,2834615000
2010-05-01,1600.000000,1610.000000,1390.000000,1550.000000,1054.481445,2913527500
2010-06-01,1490.000000,1620.000000,1490.000000,1540.000000,1047.678711,2004400000
2010-07-01,1540.000000,1690.000000,1520.000000,1690.000000,1149.725220,2092755000
2010-08-01,1680.000000,1800.000000,1600.000000,1730.000000,1217.215820,2096815000
2010-09-01,1800.000000,1890.000000,1720.000000,1840.000000,1294.610840,1744195000
2010-10-01,1880.000000,1960.000000,1770.000000,1820.000000,1280.539185,1953800000
2010-11-01,1730.000000,1830.000000,1550.000000,1590.000000,1118.712646,5384425000
2010-12-01,1630.000000,1660.000000,1530.000000,1590.000000,1118.712646,1797065000
2011-01-01,1600.000000,1610.000000,1420.000000,1510.000000,1066.034790,2695700000
2011-02-01,1510.000000,1570.000000,1470.000000,1490.000000,1051.915405,1190187500
2011-03-01,1500.000000,1600.000000,1320.000000,1470.000000,1037.795532,2578055000
2011-04-01,1460.000000,1570.000000,1390.000000,1540.000000,1087.214600,1824287500
2011-05-01,1550.000000,1560.000000,1480.000000,1540.000000,1087.214600,1271570000
2011-06-01,1550.000000,1550.000000,1360.000000,1470.000000,1037.795532,1692332500
2011-07-01,1440.000000,1480.000000,1380.000000,1470.000000,1080.754272,1305995000
2011-08-01,1500.000000,1580.000000,1400.000000,1450.000000,1066.050293,2681772500
2011-09-01,1450.000000,1580.000000,1380.000000,1520.000000,1117.514771,2236887500
2011-10-01,1480.000000,1550.000000,1400.000000,1480.000000,1088.106445,2212310000
2011-11-01,1480.000000,1530.000000,1430.000000,1470.000000,1080.754272,1113002500
2011-12-01,1470.000000,1480.000000,1380.000000,1410.000000,1036.642090,1219482500
2012-01-01,1410.000000,1430.000000,1360.000000,1370.000000,1007.234009,1614377515
2012-02-01,1350.000000,1420.000000,1330.000000,1410.000000,1036.642090,1845825000
2012-03-01,1400.000000,1430.000000,1340.000000,1400.000000,1029.290161,1615542510
2012-04-01,1410.000000,1740.000000,1410.000000,1700.000000,1249.852173,2347290000
2012-05-01,1650.000000,1700.000000,1400.000000,1560.000000,1146.923096,2592475015
2012-06-01,1520.000000,1650.000000,1450.000000,1630.000000,1198.387817,1691105000
2012-07-01,1620.000000,1860.000000,1590.000000,1820.000000,1348.078979,1908650000
2012-08-01,1850.000000,1970.000000,1750.000000,1860.000000,1377.707153,1751780000
2012-09-01,1910.000000,1950.000000,1830.000000,1890.000000,1399.928223,1439722500
2012-10-01,1880.000000,1990.000000,1860.000000,1950.000000,1444.370361,2042112500
2012-11-01,1950.000000,1980.000000,1790.000000,1800.000000,1333.265137,1660730000
2012-12-01,1770.000000,1870.000000,1730.000000,1790.000000,1325.857910,2038777515
2013-01-01,1790.000000,1960.000000,1760.000000,1940.000000,1436.963379,2175550000
2013-02-01,1930.000000,2190.000000,1910.000000,2150.000000,1592.510864,2112242500
2013-03-01,2170.000000,2230.000000,2050.000000,2200.000000,1629.546143,1647730000
2013-04-01,2200.000000,2500.000000,2080.000000,2340.000000,1733.244263,1826262555
2013-05-01,2340.000000,2580.000000,2210.000000,2210.000000,1636.953125,2012345015
2013-06-01,2220.000000,2340.000000,1900.000000,2250.000000,1675.649292,3418110000
2013-07-01,2200.000000,2440.000000,2100.000000,2380.000000,1772.464600,2567485000
2013-08-01,2390.000000,2440.000000,1980.000000,2200.000000,1638.412842,1994885000
2013-09-01,2200.000000,2450.000000,1950.000000,2100.000000,1563.939453,2644068508
2013-10-01,2100.000000,2375.000000,2100.000000,2350.000000,1750.122681,2019709500
2013-11-01,2300.000000,2350.000000,2025.000000,2175.000000,1619.794312,2055114500
2013-12-01,2200.000000,2200.000000,1980.000000,2150.000000,1601.176025,2299370000
2014-01-01,2150.000000,2275.000000,2060.000000,2275.000000,1694.267578,1758433800
2014-02-01,2250.000000,2420.000000,2170.000000,2325.000000,1731.504272,2015617700
2014-03-01,2310.000000,2340.000000,2130.000000,2215.000000,1649.583496,2873224292
2014-04-01,2230.000000,2380.000000,2150.000000,2265.000000,1686.820679,2353321100
2014-05-01,2265.000000,2700.000000,2265.000000,2575.000000,2025.420898,2241290200
2014-06-01,2520.000000,2550.000000,2405.000000,2465.000000,1938.898560,2142196300
2014-07-01,2480.000000,2710.000000,2465.000000,2650.000000,2084.413818,1688590300
2014-08-01,2650.000000,2800.000000,2590.000000,2665.000000,2096.212402,1855236000
2014-09-01,2710.000000,3010.000000,2675.000000,2915.000000,2292.855469,1769250600
2014-10-01,2865.000000,2930.000000,2680.000000,2750.000000,2163.070801,2482524900
2014-11-01,2760.000000,2830.000000,2590.000000,2825.000000,2222.063965,1559250500
2014-12-01,2835.000000,2890.000000,2725.000000,2865.000000,2253.526855,1296825900
2015-01-01,2865.000000,2930.000000,2780.000000,2830.000000,2225.996826,1403802200
2015-02-01,2830.000000,3020.000000,2800.000000,2935.000000,2308.586914,1785881500
2015-03-01,2945.000000,2995.000000,2770.000000,2890.000000,2273.190674,2020044400
2015-04-01,2885.000000,2910.000000,2595.000000,2615.000000,2056.883789,1995399300
2015-05-01,2615.000000,2895.000000,2615.000000,2845.000000,2249.340088,1435773200
2015-06-01,2870.000000,2955.000000,2800.000000,2930.000000,2316.543457,1384984300
2015-07-01,2935.000000,2950.000000,2800.000000,2940.000000,2324.449707,1169767700
2015-08-01,2940.000000,2970.000000,2590.000000,2870.000000,2269.105713,1735267000
2015-09-01,2865.000000,2875.000000,2485.000000,2645.000000,2091.214355,1156524800
2015-10-01,2640.000000,2830.000000,2600.000000,2680.000000,2118.886230,1525378700
2015-11-01,2700.000000,2980.000000,2660.000000,2930.000000,2316.543457,1506268100
2015-12-01,2955.000000,3170.000000,2900.000000,3105.000000,2454.904053,1623759200
2016-01-01,3105.000000,3385.000000,3045.000000,3340.000000,2640.701416,1748979300
2016-02-01,3290.000000,3510.000000,3140.000000,3250.000000,2569.545166,1932672100
2016-03-01,3250.000000,3500.000000,3250.000000,3325.000000,2628.842285,1995418100
2016-04-01,3330.000000,3810.000000,3305.000000,3550.000000,2806.733887,1498327300
2016-05-01,3410.000000,3800.000000,3410.000000,3700.000000,2925.328613,1976427900
2016-06-01,3730.000000,4010.000000,3710.000000,3980.000000,3160.748047,1808300000
2016-07-01,4010.000000,4500.000000,3950.000000,4230.000000,3359.287109,1606543500
2016-08-01,4350.000000,4570.000000,4060.000000,4210.000000,3343.404053,2205133300
2016-09-01,4150.000000,4400.000000,3950.000000,4310.000000,3422.820068,2010068700
2016-10-01,4360.000000,4400.000000,4120.000000,4220.000000,3351.345215,1365432500
2016-11-01,4230.000000,4300.000000,3640.000000,3780.000000,3001.916016,2680143800
