Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,3820.000000,4020.000000,3670.000000,3980.000000,3160.748047,1489051100
2017-01-01,3980.000000,4030.000000,3780.000000,3870.000000,3088.659424,1280778000
2017-02-01,3910.000000,3980.000000,3830.000000,3850.000000,3072.697754,1489639700
2017-03-01,3870.000000,4190.000000,3810.000000,4130.000000,3296.166260,1790208500
2017-04-01,4130.000000,4520.000000,4010.000000,4370.000000,3487.711426,1503680500
2017-05-01,4370.000000,4670.000000,4270.000000,4350.000000,3471.749268,1852607900
2017-06-01,4350.000000,4540.000000,4290.000000,4520.000000,3706.059814,1522028900
2017-07-01,4530.000000,4790.000000,4500.000000,4690.000000,3845.447021,1679704700
2017-08-01,4700.000000,4840.000000,4650.000000,4690.000000,3845.447021,1252447900
2017-09-01,4690.000000,4750.000000,4610.000000,4680.000000,3837.247070,1389011400
2017-10-01,4690.000000,4710.000000,4010.000000,4030.000000,3304.296631,3756859100
2017-11-01,4070.000000,4350.000000,3910.000000,4150.000000,3402.687744,2341006100
2017-12-01,4150.000000,4460.000000,4110.000000,4440.000000,3640.465576,1292205800
2018-01-01,4440.000000,4460.000000,3920.000000,3990.000000,3271.499512,2519968900
2018-02-01,4030.000000,4080.000000,3920.000000,4000.000000,3279.698730,1525613100
2018-03-01,4050.000000,4200.000000,3520.000000,3600.000000,2951.729004,2369189900
2018-04-01,3640.000000,3890.000000,3570.000000,3830.000000,3140.311768,1160042700
2018-05-01,3830.000000,3880.000000,3250.000000,3520.000000,2886.135010,2510475300
2018-06-01,3520.000000,3860.000000,3510.000000,3750.000000,3102.091309,1899123900
2018-07-01,3800.000000,4110.000000,3550.000000,3570.000000,2953.190918,1901771000
2018-08-01,3570.000000,3670.000000,3270.000000,3490.000000,2887.012695,2937529100
2018-09-01,3520.000000,3670.000000,3250.000000,3640.000000,3011.096924,1766607400
2018-10-01,3610.000000,3910.000000,3460.000000,3850.000000,3184.813721,1995151900
2018-11-01,3850.000000,4110.000000,3680.000000,3680.000000,3044.185547,1810267200
2018-12-01,3740.000000,3840.000000,3610.000000,3750.000000,3102.091309,1557088700
2019-01-01,3750.000000,4050.000000,3690.000000,3900.000000,3226.174805,2058489500
2019-02-01,3910.000000,3940.000000,3730.000000,3860.000000,3193.085938,1406071800
2019-03-01,3890.000000,3970.000000,3710.000000,3960.000000,3275.808350,992294400
2019-04-01,3950.000000,4090.000000,3730.000000,3790.000000,3135.180176,1277605100
2019-05-01,3790.000000,3930.000000,3480.000000,3900.000000,3226.174805,2203175100
2019-06-01,3900.000000,4200.000000,3840.000000,4140.000000,3424.708740,1366591000
2019-07-01,4200.000000,4370.000000,4110.000000,4300.000000,3606.049072,1510823200
2019-08-01,4300.000000,4500.000000,4050.000000,4450.000000,3731.841064,2060842500
2019-09-01,4440.000000,4450.000000,4150.000000,4310.000000,3614.435303,1662481700
2019-10-01,4400.000000,4400.000000,4060.000000,4110.000000,3446.712158,1623971000
2019-11-01,4090.000000,4200.000000,3800.000000,3930.000000,3295.761230,2161815600
2019-12-01,3960.000000,4110.000000,3900.000000,3970.000000,3329.305908,1603330800
2020-01-01,3970.000000,4030.000000,3780.000000,3800.000000,3186.740967,1517434100
2020-02-01,3800.000000,3850.000000,3340.000000,3490.000000,2926.770020,1622860400
2020-03-01,3470.000000,3880.000000,2450.000000,3160.000000,2650.026855,2871168700
2020-04-01,3180.000000,3540.000000,3000.000000,3500.000000,2935.156006,2173907100
2020-05-01,3500.000000,3500.000000,3020.000000,3150.000000,2641.640625,1870296900
2020-06-01,3150.000000,3390.000000,2970.000000,3050.000000,2557.779053,4030388300
2020-07-01,3070.000000,3190.000000,3000.000000,3050.000000,2688.010742,2536262300
2020-08-01,3060.000000,3060.000000,2850.000000,2860.000000,2520.561035,2238620700
2020-09-01,2900.000000,2970.000000,2540.000000,2560.000000,2256.166504,2760379700
2020-10-01,2600.000000,2850.000000,2600.000000,2620.000000,2309.045410,2809943700
2020-11-01,2590.000000,3500.000000,2540.000000,3230.000000,2846.647461,5838181000
2020-12-01,3230.000000,3640.000000,3160.000000,3310.000000,2917.152588,4347815800
2021-01-01,3310.000000,3640.000000,3110.000000,3110.000000,2740.889404,3447169600
2021-02-01,3130.000000,3570.000000,3040.000000,3490.000000,3075.789307,2649004300
2021-03-01,3490.000000,3510.000000,3280.000000,3420.000000,3014.097168,2074014900
2021-04-01,3390.000000,3440.000000,3130.000000,3200.000000,2820.207764,1463520600
2021-05-01,3200.000000,3460.000000,3130.000000,3440.000000,3031.723389,1795041500
2021-06-01,3490.000000,3570.000000,3130.000000,3150.000000,2776.142090,1947802900
2021-07-01,3160.000000,3290.000000,3000.000000,3240.000000,2999.442383,2252935700
2021-08-01,3240.000000,3440.000000,3190.000000,3400.000000,3147.562988,1543887200
2021-09-01,3420.000000,3690.000000,3300.000000,3690.000000,3416.031494,1745701600
2021-10-01,3680.000000,3880.000000,3600.000000,3800.000000,3517.864502,1705357800
2021-11-01,3810.000000,4170.000000,3590.000000,3990.000000,3693.757568,2936403900
2021-12-01,4040.000000,4250.000000,4010.000000,4040.000000,3740.045166,1858238500
2022-01-01,4060.000000,4400.000000,4030.000000,4190.000000,3878.908447,1630133200
2022-02-01,4170.000000,4550.000000,4150.000000,4340.000000,4017.771484,1947644000
2022-03-01,4640.000000,4700.000000,4270.000000,4580.000000,4239.952148,3234233600
2022-04-01,4550.000000,4850.000000,4420.000000,4620.000000,4276.982422,2257820900
2022-05-01,4620.000000,4620.000000,4070.000000,4310.000000,3989.998535,3093159600
2022-06-01,4390.000000,4390.000000,3930.000000,4000.000000,3703.015137,2461541600
2022-07-01,4010.000000,4320.000000,3840.000000,4230.000000,4059.170410,1585603700
2022-08-01,4230.000000,4770.000000,4230.000000,4560.000000,4375.843262,3694895900
2022-09-01,4560.000000,4650.000000,4300.000000,4460.000000,4279.881836,2302683300
2022-10-01,4460.000000,4540.000000,4200.000000,4390.000000,4212.708984,1908858100
2022-11-01,4420.000000,4420.000000,3960.000000,4040.000000,3876.843506,3188885800
2022-12-01,4020.000000,4040.000000,3570.000000,3750.000000,3598.555420,3213005400
2023-01-01,3750.000000,4010.000000,3710.000000,3850.000000,3694.516846,1789876400
2023-02-01,3850.000000,4040.000000,3690.000000,3880.000000,3723.305176,1498042700
2023-03-01,3930.000000,4130.000000,3850.000000,4060.000000,3896.035889,1828512700
2023-04-01,4100.000000,4500.000000,4040.000000,4250.000000,4078.362793,1416196400
2023-05-01,4210.000000,4220.000000,3930.000000,4040.000000,3876.843506,3410082200
2023-06-01,4060.000000,4180.000000,3960.000000,3970.000000,3809.670654,1096031600
2023-06-16,4020.000000,4030.000000,3960.000000,3970.000000,3970.000000,160978900
